ORGANIZATION,ORGANIZATION OTHER,TYPE_CLEANUP,TYPE_CLEANUP_OTHER,ADOPT-A-ROAD,TYPE_LITTER,TYPE_LITTER_OTHER 1,NUMBER_BAGS,NUMBER_BAGS_OTHER,TOTAL_BAGS_LITTER,COUNT_TIRES,COUNT_TIRES_OTHER,TOTAL_TIRES,MAJOR_WSHED,ALTBMP_TYPE,LBS_REMOVED,IMPL_COMP_YR,PERMIT_NUM,COUNCIL_DISTRICT,DPWT_MAIN_DIST,FORMEMAILED,FISCALYEAR,CREATIONDATE 1,CREATIONDATE_TIME,CREATIONDATE_AM/PM,LATITUDE,LONGITUDE,LOCATION
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Patuxent River upper,TRSH,,2018,11-DP-3314,4,1,NO,FY2018,02/22/2018,08:15:00,PM,-76.77388795,38.99130258,"(-76.77388795, 38.99130258)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,07/20/2017,07:34:00,PM,-76.79177885,38.82460001,"(-76.79177885, 38.82460001)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Anacostia River,TRSH,,2019,11-DP-3314,3,1,,FY2019,03/05/2019,04:35:00,PM,-76.86614351,38.97311804,"(-76.86614351, 38.97311804)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Western Branch,TRSH,,2018,11-DP-3314,3,1,NO,FY2018,01/24/2018,07:36:00,PM,-76.854764,38.9894001,"(-76.854764, 38.9894001)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Anacostia River,TRSH,,2019,11-DP-3314,4,1,,FY2019,04/01/2019,02:13:00,PM,-76.86857193,38.9799785,"(-76.86857193, 38.9799785)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,8,2,,FY2018,04/04/2018,02:02:00,PM,-76.95808972,38.77570008,"(-76.95808972, 38.77570008)"
,,,,,Car_parts,,,,,,,,,,,,,,,,,,,,,,
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Oxon Creek,TRSH,0,2018,11-DP-3314,7,2,,FY2018,05/02/2018,04:45:00,PM,-76.9911462,38.8260289,"(-76.9911462, 38.8260289)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,9,3,,FY2019,05/01/2019,04:28:00,PM,-76.86402386,38.72004864,"(-76.86402386, 38.72004864)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,06/21/2018,01:42:00,PM,-76.87455436,38.90501964,"(-76.87455436, 38.90501964)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,05/21/2018,01:32:00,PM,-76.88077481,38.92679691,"(-76.88077481, 38.92679691)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2019,11-DP-3314,2,1,,FY2019,03/26/2019,06:37:00,PM,-76.98412469,38.96908917,"(-76.98412469, 38.96908917)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Potomac River M tidal,TRSH,,2018,11-DP-3314,9,3,NO,FY2018,01/28/2018,05:55:00,PM,-77.0494303,38.6425595,"(-77.0494303, 38.6425595)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Patuxent River upper,TRSH,,2018,11-DP-3314,4,1,,FY2019,07/18/2018,06:53:00,PM,-76.7999606,38.9938921,"(-76.7999606, 38.9938921)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Western Branch,TRSH,,2017,11-DP-3314,4,2,NO,FY2017,05/10/2017,03:58:00,PM,-76.72585407,38.8847875,"(-76.72585407, 38.8847875)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Mattawoman Creek,TRSH,,2019,11-DP-3314,9,3,,FY2020,08/12/2019,05:20:00,PM,-76.84419395,38.69665768,"(-76.84419395, 38.69665768)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,7,2,NO,FY2018,02/12/2018,07:59:00,PM,-76.91023122,38.84003204,"(-76.91023122, 38.84003204)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Patuxent River upper,TRSH,,2018,11-DP-3314,1,1,NO,FY2018,03/19/2018,02:57:00,PM,-76.8948025,39.0994546,"(-76.8948025, 39.0994546)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,NO,FY2018,02/22/2018,01:53:00,PM,-76.87698409,38.88441445,"(-76.87698409, 38.88441445)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,11/02/2018,12:21:00,PM,-76.85182855,38.89624479,"(-76.85182855, 38.89624479)"
DPW&T,,IllegalDumping,,,Bags_garbage,,5,,5,,,0,Anacostia River,TRSH,,2019,11-DP-3314,2,1,,FY2019,04/18/2019,02:38:00,PM,-76.97193888,38.9720973,"(-76.97193888, 38.9720973)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,06/20/2018,02:26:00,PM,-76.85861548,38.92543036,"(-76.85861548, 38.92543036)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/09/2019,04:08:00,PM,-76.95772568,38.80601232,"(-76.95772568, 38.80601232)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2019,11-DP-3314,5,2,,FY2020,07/29/2019,06:41:00,PM,-76.80387126,38.92106743,"(-76.80387126, 38.92106743)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,NO,FY2018,02/19/2018,05:32:00,PM,-76.92429782,38.93636952,"(-76.92429782, 38.93636952)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,4,2,NO,FY2018,08/01/2017,01:38:00,PM,-76.75842841,38.90397202,"(-76.75842841, 38.90397202)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/05/2019,12:42:00,PM,-76.85985894,38.86778079,"(-76.85985894, 38.86778079)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,8,,8,4,,4,Oxon Creek,TRSH,,2018,11-DP-3314,7,2,,FY2019,10/10/2018,02:07:00,PM,-76.92435604,38.86784043,"(-76.92435604, 38.86784043)"
,,,,,Tires,,,,,,,,,,,,,,,,,,,,,,
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,07/24/2019,06:19:00,PM,-76.92566926,38.7932834,"(-76.92566926, 38.7932834)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/25/2019,02:51:00,PM,-76.90510616,38.85761402,"(-76.90510616, 38.85761402)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Oxon Creek,TRSH,,2018,11-DP-3314,7,2,,FY2019,12/13/2018,07:31:00,PM,-76.99444637,38.82497321,"(-76.99444637, 38.82497321)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,3,1,NO,FY2018,07/17/2017,06:11:00,PM,-76.89260553,38.96860296,"(-76.89260553, 38.96860296)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,NO,FY2018,01/24/2018,06:15:00,PM,-76.8818217,38.91368153,"(-76.8818217, 38.91368153)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,12/24/2018,05:23:00,PM,-76.88888953,38.91747896,"(-76.88888953, 38.91747896)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Potomac River U tidal,TRSH,,2017,11-DP-3314,6,2,NO,FY2017,05/23/2017,02:11:00,PM,-76.89306986,38.83905758,"(-76.89306986, 38.83905758)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,08/28/2018,01:13:00,PM,-76.74595957,38.82130925,"(-76.74595957, 38.82130925)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,07/18/2017,01:32:00,PM,-76.90143817,38.93964092,"(-76.90143817, 38.93964092)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,11/28/2018,01:51:00,PM,-76.85331358,38.9022771,"(-76.85331358, 38.9022771)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Anacostia River,TRSH,,2019,11-DP-3314,5,2,,FY2020,10/15/2019,03:29:00,PM,-76.9448155,38.93416369,"(-76.9448155, 38.93416369)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,08/10/2017,01:27:00,PM,-76.87697648,38.88447154,"(-76.87697648, 38.88447154)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,09/13/2017,06:28:00,PM,-76.88118261,38.87455315,"(-76.88118261, 38.87455315)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,03/30/2018,03:26:00,PM,-76.89057952,38.92654936,"(-76.89057952, 38.92654936)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,7,2,,FY2020,08/07/2019,12:41:00,PM,-76.91978513,38.85182289,"(-76.91978513, 38.85182289)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,05/22/2018,04:09:00,PM,-76.88663297,38.92486114,"(-76.88663297, 38.92486114)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,7,2,,FY2020,07/31/2019,02:44:00,PM,-76.90926973,38.85383178,"(-76.90926973, 38.85383178)"
DPW&T,,Adopt-A-Stream,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,04/30/2018,05:38:00,PM,-76.88091138,38.92681019,"(-76.88091138, 38.92681019)"
DPW&T,,Other,,,Other, illegal signs,,,0,,,0,Western Branch,TRSH,,2017,11-DP-3314,5,2,NO,FY2017,02/13/2017,02:54:00,PM,-76.82275128,38.95561166,"(-76.82275128, 38.95561166)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Piscataway Creek,TRSH,,2018,11-DP-3314,9,3,,FY2019,12/03/2018,07:57:00,PM,-76.87664501,38.7148286,"(-76.87664501, 38.7148286)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2018,05/30/2018,02:16:00,PM,-76.80827905,38.8905068,"(-76.80827905, 38.8905068)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,07/24/2019,05:06:00,PM,-76.92592549,38.79324641,"(-76.92592549, 38.79324641)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,NO,FY2018,03/07/2018,02:47:00,PM,-76.8690332,38.8422532,"(-76.8690332, 38.8422532)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,03/28/2018,01:35:00,PM,-76.89269693,38.90925937,"(-76.89269693, 38.90925937)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,08/28/2017,03:13:00,PM,-76.90613059,38.90088208,"(-76.90613059, 38.90088208)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,NO,FY2018,02/13/2018,07:11:00,PM,-76.87404882,38.89920797,"(-76.87404882, 38.89920797)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,NO,FY2018,01/24/2018,06:09:00,PM,-76.89004616,38.9176012,"(-76.89004616, 38.9176012)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2017,06/16/2017,12:46:00,PM,-76.89068195,38.92671571,"(-76.89068195, 38.92671571)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2018,11-DP-3314,4,2,,FY2019,09/12/2018,06:06:00,PM,-76.73431192,38.87982021,"(-76.73431192, 38.87982021)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,07/06/2017,05:41:00,PM,-76.75580913,38.91484251,"(-76.75580913, 38.91484251)"
DPW&T,,IllegalDumping,,,Mattresses,,,,0,,,0,Anacostia River,TRSH,,2017,11-DP-3314,3,1,NO,FY2018,08/24/2017,03:57:00,PM,-76.90339414,38.94359386,"(-76.90339414, 38.94359386)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,07/16/2019,06:26:00,PM,-76.91506476,38.79617248,"(-76.91506476, 38.79617248)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Piscataway Creek,TRSH,,2017,11-DP-3314,9,2,NO,FY2017,06/30/2017,06:05:00,PM,-76.92787511,38.75237225,"(-76.92787511, 38.75237225)"
DOC,,RoadsideLitterPickup,,,Car_parts,,,,0,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,7,2,,FY2019,06/01/2019,01:59:00,PM,-76.92486397,38.8644807,"(-76.92486397, 38.8644807)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,9,,9,,,0,Oxon Creek,TRSH,,2017,11-DP-3314,7,2,NO,FY2017,05/12/2017,03:34:00,PM,-76.9119483,38.8635432,"(-76.9119483, 38.8635432)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,9,2,,FY2020,09/26/2019,04:42:00,PM,-76.8403919,38.79895542,"(-76.8403919, 38.79895542)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,Other,,0,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,06/12/2019,09:39:00,PM,-76.84110642,38.86916853,"(-76.84110642, 38.86916853)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2019,11-DP-3314,5,2,,FY2020,08/28/2019,02:14:00,PM,-76.88083677,38.91798168,"(-76.88083677, 38.91798168)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,10,,10,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,07/28/2017,03:54:00,PM,-76.79378832,38.8481536,"(-76.79378832, 38.8481536)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,9,2,,FY2020,09/24/2019,01:58:00,PM,-76.8420628,38.81670512,"(-76.8420628, 38.81670512)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2018,05/02/2018,06:08:00,PM,-76.80891896,38.88911403,"(-76.80891896, 38.88911403)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,09/26/2019,03:54:00,PM,-76.78042199,38.81831624,"(-76.78042199, 38.81831624)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,9,2,,FY2018,03/29/2018,02:37:00,PM,-76.76814124,38.81750081,"(-76.76814124, 38.81750081)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,9,2,,FY2020,08/23/2019,04:55:00,PM,-76.9230285,38.7602434,"(-76.9230285, 38.7602434)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2018,11-DP-3314,3,1,,FY2019,11/29/2018,02:59:00,PM,-76.89938874,38.95914796,"(-76.89938874, 38.95914796)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2018,06/12/2018,05:38:00,PM,-76.88069256,38.87808581,"(-76.88069256, 38.87808581)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2017,05/31/2017,01:12:00,PM,-76.87865271,38.89446636,"(-76.87865271, 38.89446636)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,1,,FY2020,08/26/2019,02:34:00,PM,-76.89462283,38.84334777,"(-76.89462283, 38.84334777)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,10/05/2017,12:55:00,PM,-76.87923056,38.90830266,"(-76.87923056, 38.90830266)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,03/21/2019,08:26:00,PM,-76.85227014,38.88193852,"(-76.85227014, 38.88193852)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2018,04/19/2018,05:01:00,PM,-76.80854845,38.89041316,"(-76.80854845, 38.89041316)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2018,06/22/2018,12:33:00,PM,-76.85336615,38.90167865,"(-76.85336615, 38.90167865)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Patuxent River upper,TRSH,,2019,11-DP-3314,4,1,,FY2019,01/31/2019,08:27:00,PM,-76.76574,39.01927362,"(-76.76574, 39.01927362)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,9,3,NO,FY2018,03/06/2018,05:53:00,PM,-77.0388577,38.6707013,"(-77.0388577, 38.6707013)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,07/14/2017,01:28:00,PM,-76.879601,38.910287,"(-76.879601, 38.910287)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,3,1,,FY2019,11/13/2018,05:36:00,PM,-76.85589908,38.97807006,"(-76.85589908, 38.97807006)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,09/16/2019,05:30:00,PM,-76.900288,38.83347262,"(-76.900288, 38.83347262)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Rocky Gorge Dam,TRSH,,2017,11-DP-3314,1,1,NO,FY2017,05/18/2017,02:42:00,PM,-76.8943858,39.1182055,"(-76.8943858, 39.1182055)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2017,11-DP-3314,3,1,NO,FY2018,07/17/2017,03:45:00,PM,-76.88688234,38.9597514,"(-76.88688234, 38.9597514)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,07/06/2017,05:40:00,PM,-76.75585383,38.9148716,"(-76.75585383, 38.9148716)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,10,,10,,,0,Western Branch,TRSH,,2018,11-DP-3314,4,2,,FY2018,04/17/2018,06:00:00,PM,-76.7438306,38.95389594,"(-76.7438306, 38.95389594)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2017,11-DP-3314,2,1,NO,FY2018,10/26/2017,03:38:00,PM,-76.96884638,39.00445156,"(-76.96884638, 39.00445156)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2018,11-DP-3314,9,3,,FY2018,05/02/2018,04:59:00,PM,-76.89983547,38.76498576,"(-76.89983547, 38.76498576)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,9,3,,FY2019,01/09/2019,07:29:00,PM,-76.81661344,38.7452641,"(-76.81661344, 38.7452641)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2019,11-DP-3314,3,1,,FY2019,05/13/2019,08:17:00,PM,-76.90596306,38.96122877,"(-76.90596306, 38.96122877)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,6,2,,FY2020,07/30/2019,12:39:00,PM,-76.89454549,38.84328393,"(-76.89454549, 38.84328393)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,07/24/2019,05:52:00,PM,-76.89450927,38.81457572,"(-76.89450927, 38.81457572)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,10/06/2017,04:55:00,PM,-76.87728876,38.88461498,"(-76.87728876, 38.88461498)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,5,2,NO,FY2018,01/03/2018,06:15:00,PM,-76.83495851,38.9338567,"(-76.83495851, 38.9338567)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,09/18/2019,06:30:00,PM,-76.92165888,38.8024928,"(-76.92165888, 38.8024928)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,8,2,NO,FY2018,03/07/2018,05:15:00,PM,-76.91797162,38.82052552,"(-76.91797162, 38.82052552)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,Other,11,11,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,09/06/2017,01:55:00,PM,-76.79376505,38.84815324,"(-76.79376505, 38.84815324)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,9,3,,FY2019,05/09/2019,03:09:00,PM,-76.94181811,38.69551164,"(-76.94181811, 38.69551164)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/03/2019,05:52:00,PM,-76.89058846,38.85144217,"(-76.89058846, 38.85144217)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Western Branch,TRSH,,2019,11-DP-3314,3,1,,FY2019,05/20/2019,03:01:00,PM,-76.85446599,38.98666715,"(-76.85446599, 38.98666715)"
DPW&T,,IllegalDumping,,,Other,mattress ,,,0,,,0,Anacostia River,TRSH,,2017,11-DP-3314,1,1,NO,FY2017,02/01/2017,03:28:00,PM,-76.89856877,39.04841428,"(-76.89856877, 39.04841428)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage, signs,Other,17,17,,,0,Piscataway Creek,TRSH,,2016,11-DP-3314,9,3,NO,FY2017,12/30/2016,06:31:00,PM,-76.99274807,38.68539779,"(-76.99274807, 38.68539779)"
,,,,,Other,,,,,,,,,,,,,,,,,,,,,,
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,08/02/2017,05:59:00,PM,-76.8813626,38.9133977,"(-76.8813626, 38.9133977)"
DPW&T,,IllegalDumping,,,Mattresses,,,,0,,,0,Western Branch,TRSH,,2017,11-DP-3314,3,1,NO,FY2017,06/13/2017,12:06:00,PM,-76.82307813,38.98908179,"(-76.82307813, 38.98908179)"
DPW&T,,IllegalDumping,,,Tires, truck tire,,,0,1,,1,Anacostia River,TRSH,,2017,11-DP-3314,2,1,NO,FY2017,02/15/2017,06:32:00,PM,-76.99273051,38.96965008,"(-76.99273051, 38.96965008)"
,,,,,Other, basketball hoop,,,,,,,,,,,,,,,,,,,,,
,,,,,, shopping cart,,,,,,,,,,,,,,,,,,,,,
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,07/23/2019,04:41:00,PM,-76.81202024,38.87060586,"(-76.81202024, 38.87060586)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/22/2019,03:17:00,PM,-77.00005836,38.81923968,"(-77.00005836, 38.81923968)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/19/2019,03:08:00,PM,-76.90166698,38.85512788,"(-76.90166698, 38.85512788)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,07/10/2019,06:31:00,PM,-76.8485737,38.86880505,"(-76.8485737, 38.86880505)"
